t,V,J,Rrad,RradCum,dndt,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition time array: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.00E-10,2.00E-10,3.00E-10,4.00E-10,5.00E-10,6.00E-10,7.00E-10,8.00E-10,9.00E-10,1.00E-09,1.10E-09,1.20E-09,1.30E-09,1.40E-09,1.50E-09,1.60E-09,1.70E-09,1.80E-09,1.90E-09,2.00E-09,2.10E-09,2.20E-09,2.30E-09,2.40E-09,2.50E-09,2.60E-09,2.70E-09,2.80E-09,2.90E-09,3.00E-09,3.10E-09,3.20E-09,3.30E-09,3.40E-09,3.50E-09,3.60E-09,3.70E-09,3.80E-09,3.90E-09
RradCumQE array: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.39E-10,3.64116,116.511,884.678,3727.39,11371.9,28285.3,61100.3,119034,214291,362458,582869,898948,1.34E+06,1.93E+06,2.72E+06,3.75E+06,5.06E+06,6.70E+06,8.74E+06,1.12E+07,1.43E+07,1.79E+07,2.22E+07,2.73E+07,3.32E+07,4.01E+07,4.80E+07,5.70E+07,6.73E+07,7.89E+07,9.19E+07,1.06E+08,1.23E+08,1.41E+08,1.60E+08,1.82E+08,2.06E+08,2.32E+08,2.60E+08
FWHM array: ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.55E-10,3.07E-10,4.61E-10,6.13E-10,7.67E-10,9.19E-10,1.07E-09,1.23E-09,1.38E-09,1.53E-09,1.68E-09,1.84E-09,1.99E-09,2.14E-09,2.29E-09,2.44E-09,2.59E-09,2.74E-09,2.89E-09,3.04E-09,3.19E-09,3.34E-09,3.48E-09,3.63E-09,3.78E-09,3.92E-09,4.06E-09,4.21E-09,4.35E-09,4.49E-09,4.63E-09,4.77E-09,4.90E-09,5.04E-09,5.17E-09,5.31E-09,5.44E-09,5.57E-09,5.70E-09
